Long,Lat,F,距离尺度,调查次序
102.14,29.55,0,A,1
102.14,29.55,0,A,1
102.14,29.55,0,B,2
102.14,29.55,0,B,2
102.14,29.55,0,A,1
102.14,29.55,0,A,1
104.15,33.16,0,A,1
104.15,33.16,0,A,2
104.15,33.16,0,A,2
104.15,33.16,0,A,2
104.15,33.16,0,A,1
104.15,33.16,0,A,1
104.15,33.16,0,A,2
104.15,33.16,0,A,2
104.15,33.16,0,A,1
104.09,28.39,0,A,2
104.09,28.39,0,A,2
104.09,28.39,0,A,1
104.09,28.39,0,A,2
104.09,28.39,50,A,1
104.09,28.39,0,A,2
104.09,28.39,0,A,2
104.09,28.39,0,A,2
104.09,28.39,0,A,1
104.09,28.39,0,B,1
104.09,28.39,0,C,1
104.09,28.39,0,B,1
104.09,28.39,0,B,2
104.09,28.39,0,A,1
104.09,28.39,0,A,1
104.09,28.39,0,A,1
104.09,28.39,0,B,2
104.09,28.39,0,A,1
104.09,28.39,0,A,1
104.09,28.39,0,B,2
104.09,36.33,100,A,1
104.09,36.33,0,A,2
104.09,36.33,100,A,1
104.09,36.33,100,B,2
104.09,36.33,0,A,1
104.09,36.33,100,A,1
104.09,36.33,100,A,2
104.11,30.47,100,A,1
104.11,30.47,100,A,1
104.11,30.47,100,A,1
104.11,30.47,100,A,1
104.11,30.47,100,A,1
104.11,30.47,100,A,1
104.11,30.47,100,A,1
104.11,30.47,100,A,1
104.11,30.47,100,A,1
104.11,30.47,100,A,1
104.11,30.47,100,A,2
104.11,30.47,100,B,2
104.11,30.47,100,A,1
104.15,30.33,100,A,2
104.15,30.33,100,A,1
104.15,30.33,100,A,1
104.15,30.33,100,A,2
104.15,30.33,100,A,2
104.15,30.33,100,A,1
104.15,30.33,100,A,1
104.15,30.33,100,B,1
105.13,32.34,0,A,1
105.13,32.34,0,A,1
105.13,32.34,10,B,1
105.13,32.34,0,B,2
105.13,32.34,20,B,1
105.13,32.34,0,B,2
105.13,32.34,0,B,1
105.13,32.34,0,B,2
105.13,32.34,0,A,1
105.13,32.34,0,B,1
105.13,32.34,0,B,2
105.13,32.34,0,A,1
105.13,32.34,0,A,1
105.13,32.34,0,A,2
105.13,32.34,0,A,1
105.13,32.34,0,B,2
105.13,32.34,10,B,2
105.13,32.34,0,A,1
105.13,32.34,0,A,2
105.13,32.34,0,A,1
105.13,32.34,0,A,1
104.4,32.57,0,A,1
104.4,32.57,0,A,1
104.4,32.57,0,A,2
104.4,32.57,0,A,1
104.4,32.57,0,A,1
104.4,32.57,0,A,2
104.4,32.57,0,A,2
102.56,30.09,100,A,1
102.56,30.09,100,B,2
102.56,30.09,0,A,1
102.49,30.23,100,A,1
102.49,30.23,0,A,1
102.49,30.23,0,B,2
102.49,30.23,0,A,1
102.49,30.23,0,B,2
102.49,30.23,0,A,2
102.58,33.35,0,A,1
102.58,33.35,0,A,2
102.58,33.35,0,B,2
102.58,33.35,0,A,2
102.58,33.35,0,A,1
102.58,33.35,0,A,2
102.58,33.35,0,A,2
102.58,33.35,0,A,1
102.58,33.35,0,B,2
103.14,34.04,0,A,1
103.14,34.04,0,A,1
103.14,34.04,0,A,1
103.52,29.5,0,A,1
103.52,29.5,0,A,2
103.52,29.5,0,A,1
103.52,29.5,0,A,2
103.52,29.5,0,A,1
103.52,29.5,0,A,2
103.21,29.53,0,A,1
103.21,29.53,0,A,2
103.21,29.53,0,A,1
103.21,29.53,0,A,2
103.21,29.53,0,A,1
103.21,29.53,0,B,2
103.21,29.53,0,A,2
103.21,29.53,0,A,2
103.21,29.53,0,A,1
103.21,29.53,0,A,2
103.21,29.53,0,B,1
103.21,29.53,0,C,1
103.21,29.53,0,B,1
103.21,29.53,0,A,2
103.21,29.53,0,B,1
103.21,29.53,0,A,1
103.21,29.53,0,A,1
103.21,29.53,0,A,2
103.21,29.53,0,B,1
103.4,31,40,A,1
103.4,31,0,A,1
103.4,31,0,A,2
103.4,31,0,A,1
103.4,31,0,A,2
103.4,31,0,A,2
103.4,31,0,A,1
103.4,31,0,A,2
103.4,31,0,A,2
103.4,31,0,A,1
103.4,31,0,A,2
103.4,31,0,A,2
103.4,31,0,B,2
103.4,31,0,A,1
103.4,31,0,A,2
103.4,31,0,A,1
103.4,31,0,A,1
103.4,31,0,B,2
103.4,31,0,A,1
103.4,31,0,A,1
103.4,31,0,A,2
103.4,31,0,A,1
103.4,31,0,A,1
108.32,25.58,0,A,2
108.32,25.58,0,B,2
108.32,25.58,0,B,1
108.32,25.58,0,A,2
108.32,25.58,0,A,2
108.32,25.58,2,B,2
108.32,25.58,0,B,2
108.32,25.58,0,B,2
108.32,25.58,0,B,1
108.32,25.58,0,B,1
108.32,25.58,0,A,2
108.32,25.58,0,A,1
108.32,25.58,0,A,1
108.32,25.58,0,B,1
108.32,25.58,0,A,1
108.32,25.58,0,B,1
108.32,25.58,0,B,2
107.53,25.25,0,A,1
107.53,25.25,0,B,2
107.53,25.25,0,B,2
109.11,28.09,2,B,1
109.11,28.09,0,A,2
109.11,28.09,0,A,2
108.59,28.27,1,A,1
108.59,28.27,0,A,2
108.59,28.27,0,C,1
108.59,28.27,0,A,2
108.59,28.27,0,C,2
108.59,28.27,0,B,2
108.59,28.27,0,B,1
108.59,28.27,0,B,2
108.59,28.27,0,C,1
106.46,26.38,0,C,2
107.27,28.33,0,A,2
107.27,28.33,0,A,2
107.27,28.33,0,A,1
107.27,28.33,0,A,1
107.27,28.33,0,C,2
107.27,28.33,0,B,2
107.27,28.33,0,B,1
107.27,28.33,0,B,2
107.27,28.33,0,A,1
107.27,28.33,0,A,2
107.27,28.33,0,B,1
107.27,28.33,0,B,1
107.27,28.33,0,B,1
107.27,28.33,0,B,2
107.28,27.04,0,B,2
107.28,27.04,0,A,2
107.28,27.04,0,B,1
107.28,27.04,0,A,2
105.5,28.49,10,A,1
105.5,28.49,10,A,2
105.5,28.49,5,A,1
105.5,28.49,5,A,2
105.5,28.49,0,A,2
106.5,28.08,2,A,1
106.5,28.08,2,A,2
106.5,28.08,0,A,1
106.5,28.08,0,B,2
106.5,28.08,0,A,1
106.5,28.08,0,A,2
106.56,28.57,0,A,1
106.56,28.57,0,B,2
106.56,28.57,0,A,1
106.56,28.57,0,B,2
106.56,28.57,0,A,1
106.56,28.57,0,A,1
106.56,28.57,0,C,1
106.56,28.57,0,C,2
106.56,28.57,0,C,2
108.14,27.34,0,B,1
108.14,27.34,0,A,1
108.14,27.34,0,A,1
108.14,27.34,0,A,2
108.14,27.34,0,B,2
108.14,27.34,0,A,2
108.14,27.34,0,A,1
108.14,27.34,0,C,2
108.14,27.34,2,B,1
108.14,27.34,0,A,2
108.14,27.34,0,C,2
108.14,27.34,0,B,1
108.15,27.57,0,A,1
108.15,27.57,0,A,1
108.15,27.57,0,C,2
108.15,27.57,0,A,1
108.15,27.57,0,A,2
108.15,27.57,0,A,1
108.15,27.57,0,B,2
103.05,25.21,100,A,1
103.05,25.21,100,A,2
103.05,25.21,100,A,1
103.05,25.21,100,A,2
102.39,25,100,A,1
102.39,25,100,A,2
102.39,25,100,A,1
102.39,25,100,A,2
102.39,25,100,A,2
102.39,25,0,A,1
102.39,25,0,A,2
102.39,25,0,A,1
102.39,25,0,A,2
102.39,25,100,A,2
102.39,25,100,A,1
102.39,25,100,A,2
102.39,25,100,A,1
102.39,25,100,A,1
102.39,25,100,A,1
102.39,25,100,A,2
101.31,25.18,0,A,1
101.31,25.18,0,A,2
101.31,25.18,0,A,1
101.31,25.18,0,A,2
101.31,25.18,0,A,1
101.31,25.18,0,B,2
101.31,25.18,0,A,1
101.31,25.18,0,A,2
101.31,25.18,0,A,1
101.31,25.18,0,A,1
101.31,25.18,0,B,2
101.31,25.18,0,A,1
101.31,25.18,0,B,2
101.31,25.18,0,A,2
101.31,25.18,0,B,2
101.31,25.18,0,A,2
101.31,25.18,0,A,1
101.31,25.18,0,A,1
101.31,25.18,0,A,2
101.31,25.18,0,B,2
100.25,21.55,0,A,1
100.25,21.55,0,A,1
100.25,21.55,0,A,2
100.25,21.55,0,A,2
100.25,21.55,0,A,1
100.25,21.55,0,B,2
100.25,21.55,0,A,1
100.25,21.55,15,A,2
101.51,22.35,0,A,1
101.51,22.35,0,A,1
101.51,22.35,0,A,2
101.51,22.35,0,A,1
101.51,22.35,0,A,1
101.51,22.35,0,A,1
101.51,22.35,0,A,1
101.51,22.35,0,B,1
101.51,22.35,0,A,2
101.51,22.35,0,A,2
101.51,22.35,0,A,2
101.51,22.35,0,A,1
101.51,22.35,0,A,2
101.51,22.35,0,B,1
101.51,22.35,0,A,2
101.51,22.35,0,B,2
101.51,22.35,0,A,2
101.51,22.35,0,A,2
101.51,22.35,0,A,2
101.51,22.35,0,A,1
101.51,22.35,0,A,2
97.57,24.42,0,A,1
97.57,24.42,0,A,1
97.57,24.42,0,B,2
97.57,24.42,0,A,1
97.57,24.42,0,B,2
97.57,24.42,0,A,2
97.57,24.42,0,A,1
97.57,24.42,0,A,1
97.57,24.42,0,A,1
97.57,24.42,0,A,2
97.57,24.42,0,B,1
97.57,24.42,0,B,2
97.57,24.42,0,A,2
97.57,24.42,0,B,1
97.57,24.42,0,A,2
98.51,25.52,0,A,1
98.51,25.52,0,A,2
98.51,25.52,0,A,2
98.51,25.52,0,A,2
98.51,25.52,0,A,2
98.51,25.52,0,A,1
98.51,25.52,0,A,2
98.51,25.52,0,A,2
98.51,25.52,0,A,1
98.51,25.52,0,A,1
98.51,25.52,0,A,2
98.51,25.52,0,A,2
98.51,25.52,0,A,1
98.51,25.52,0,A,1
98.51,25.52,0,B,2
98.51,25.52,0,B,1
99.11,25.07,0,A,2
99.11,25.07,0,A,1
99.11,25.07,0,A,2
99.11,25.07,0,A,1
99.11,25.07,0,A,1
99.11,25.07,0,A,1
99.11,25.07,0,A,2
99.11,25.07,0,A,2
99.11,25.07,0,A,1
99.42,27.5,30,A,2
99.42,27.5,0,A,1
99.42,27.5,0,A,1
99.42,27.5,0,A,2
99.42,27.5,0,A,1
99.42,27.5,0,A,2
99.42,27.5,0,A,2
99.42,27.5,0,A,1
99.42,27.5,0,A,1
99.42,27.5,0,B,1
99.42,27.5,0,A,1
99.42,27.5,0,B,2
99.42,27.5,0,A,2
99.42,27.5,0,A,1
99.42,27.5,0,B,2
99.42,27.5,0,A,2
99.42,27.5,0,B,1
99.42,27.5,0,B,1
99.42,27.5,30,A,1
99.42,27.5,0,A,1
99.42,27.5,0,B,2
99.42,27.5,0,B,2
99.42,27.5,0,B,2
99.42,27.5,0,A,1
99.42,27.5,0,B,1
99.42,27.5,0,A,2
103.48,25.3,0,A,1
103.48,25.3,0,A,2
103.48,25.3,0,A,1
103.48,25.3,0,A,2
103.48,25.3,0,A,2
103.48,25.3,0,A,2
103.48,25.3,0,A,2
101.4,26.03,0,A,1
101.4,26.03,0,A,2
104.05,26.13,0,A,2
104.05,26.13,0,A,2
104.05,26.13,0,B,2
104.05,26.13,0,B,2
100.52,24.28,0,A,1
100.52,24.28,0,A,2
100.52,24.28,0,B,2
100.52,24.28,0,B,1
100.52,24.28,0,B,2
100.52,24.28,0,C,2
100.52,24.28,0,A,2
100.52,24.28,0,A,1
100.52,24.28,0,A,1
100.52,24.28,0,A,2
100.52,24.28,0,A,1
100.52,24.28,0,B,2
100.52,24.28,0,B,2
100.52,24.28,0,A,1
101.36,24.41,0,A,1
101.36,24.41,0,B,2
101.36,24.41,0,A,1
101.36,24.41,0,A,2
101.36,24.41,0,A,2
101.36,24.41,0,A,1
101.36,24.41,0,A,1
101.36,24.41,0,A,2
101.36,24.41,0,B,1
101.36,24.41,0,A,2
101.36,24.41,0,B,1
101.36,24.41,0,B,2
101.36,24.41,0,A,2
102.5,23.14,0,A,1
102.5,23.14,0,A,2
102.5,23.14,0,A,1
102.25,23,0,A,1
102.25,23,0,A,2
102.25,23,0,A,2
102.25,23,0,A,1
102.25,23,0,A,1
102.25,23,0,A,2
102.25,23,0,A,2
102.25,23,0,B,1
122.18,29.57,0,A,2
122.18,29.57,0,B,1
122.18,29.57,0,A,2
122.18,29.57,0,A,2
122.18,29.57,0,A,1
122.18,29.57,0,A,2
122.18,29.57,0,A,1
122.18,29.57,0,B,2
122.18,29.57,0,A,2
121.54,28.27,30,A,1
121.54,28.27,0,A,2
121.54,28.27,0,A,2
130.17,42.54,0,B,1
130.17,42.54,20,A,2
130.17,42.54,0,A,1
130.17,42.54,0,C,2
100.34,25.5,0,A,1
100.34,25.5,0,A,2
100.34,25.5,0,A,1
100.34,25.5,0,A,2
100.34,25.5,0,A,1
100.34,25.5,0,B,2
100.34,25.5,0,B,1
100.34,25.5,0,B,2
100.34,25.5,0,B,1
100.34,25.5,5,B,2
100.34,25.5,20,B,1
100.34,25.5,0,A,2
100.34,25.5,0,A,1
100.34,25.5,0,B,2
100.34,25.5,0,A,1
100.34,25.5,0,A,1
100.34,25.5,0,A,2
100.34,25.5,0,A,1
100.34,25.5,0,B,2
100.34,25.5,0,B,1
100.34,25.5,0,B,2
100.45,26.41,0,A,2
100.45,26.41,0,A,1
100.45,26.41,0,A,2
100.45,26.41,0,A,1
100.45,26.41,0,B,1
100.45,26.41,0,B,2
101.17,25.11,0,A,1
101.17,25.11,0,A,2
102.24,24.11,0,A,1
102.24,24.11,0,A,2
102.24,24.11,0,A,2
102.24,24.11,0,A,1
102.24,24.11,0,B,2
102.24,24.11,0,A,1
102.24,24.11,0,B,2
102.24,24.11,0,A,1
101.58,24.04,0,A,1
101.58,24.04,0,A,2
101.58,24.04,0,A,1
101.58,24.04,0,B,1
101.58,24.04,0,A,2
101.58,24.04,0,C,2
91.44,29.51,0,A,1
91.44,29.51,0,A,2
91.44,29.51,0,A,1
91.44,29.51,0,A,2
91.44,29.51,0,B,2
91.44,29.51,0,A,1
91.44,29.51,0,A,2
91.44,29.51,0,A,1
91.44,29.51,0,A,2
91.44,29.51,0,B,2
85.58,28.11,0,A,1
85.58,28.11,0,A,1
85.58,28.11,0,A,1
85.58,28.11,0,B,1
85.58,28.11,0,A,1
85.58,28.11,0,A,1
85.58,28.11,0,A,1
85.58,28.11,0,A,1
85.58,28.11,0,A,1
85.58,28.11,0,A,1
85.58,28.11,0,B,1
85.58,28.11,0,A,1
89.36,28.55,0,A,1
89.36,28.55,0,A,1
89.36,28.55,0,C,1
89.36,28.55,0,A,1
89.36,28.55,0,A,1
95.46,29.52,0,A,1
95.46,29.52,0,A,1
95.46,29.52,0,A,1
95.46,29.52,0,A,1
95.46,29.52,0,A,2
95.46,29.52,0,B,2
95.46,29.52,60,A,2
95.46,29.52,0,A,1
95.46,29.52,0,B,2
95.46,29.52,0,A,2
95.46,29.52,0,B,1
95.46,29.52,0,A,2
94.2,29.4,0,A,1
94.2,29.4,0,A,1
94.2,29.4,0,A,2
94.2,29.4,0,A,1
94.2,29.4,0,A,1
94.2,29.4,0,C,2
94.2,29.4,0,C,2
107.53,34.22,0,A,1
107.53,34.22,0,A,2
107.53,34.22,0,A,1
107.53,34.22,0,B,2
107.53,34.22,0,A,2
107.53,34.22,0,A,1
107.53,34.22,0,A,1
107.53,34.22,0,B,1
107.53,34.22,0,A,1
107.53,34.22,0,A,1
107.53,34.22,0,A,1
107.53,34.22,0,B,2
108.19,33.19,0,A,1
108.19,33.19,0,A,1
108.19,33.19,50,A,1
108.19,33.19,10,A,2
108.19,33.19,20,A,2
108.19,33.19,0,A,1
108.19,33.19,30,A,2
108.19,33.19,0,A,1
108.19,33.19,0,B,2
108.19,33.19,0,A,2
108.19,33.19,0,A,1
108.19,33.19,10,A,2
108.19,33.19,0,B,2
108.19,33.19,0,A,1
108.19,33.19,0,A,2
108.19,33.19,0,A,2
108.19,33.19,30,A,1
108.19,33.19,0,A,1
108.19,33.19,0,A,1
108.19,33.19,0,A,1
108.19,33.19,0,B,2
108.19,33.19,0,A,2
108.19,33.19,0,A,1
108.19,33.19,0,A,1
108.19,33.19,0,B,2
108.19,33.19,0,B,2
108.19,33.19,0,A,1
109.58,34.48,20,A,2
109.58,34.48,0,A,1
109.58,34.48,0,B,2
109.58,34.48,20,B,1
109.58,34.48,0,A,2
109.58,34.48,0,A,1
109.52,33.33,0,A,2
109.52,33.33,0,A,1
110.09,34.06,0,B,1
110.09,34.06,0,A,2
110.09,34.06,0,A,1
110.09,34.06,0,A,2
110.09,34.06,0,B,1
110.09,34.06,0,B,2
110.09,34.06,0,B,1
110.09,34.06,0,A,2
110.09,34.06,0,A,1
110.09,34.06,0,A,1
110.09,34.06,0,A,1
110.09,34.06,0,A,1
110.09,34.06,0,A,2
110.09,34.06,0,A,1
110.09,34.06,0,B,2
106.56,33.38,0,A,2
106.56,33.38,0,B,2
106.56,33.38,10,A,1
106.56,33.38,0,A,1
106.56,33.38,0,A,2
106.56,33.38,0,A,1
106.56,33.38,20,A,1
106.56,33.38,0,A,2
106.56,33.38,0,A,2
106.56,33.38,0,A,2
106.56,33.38,0,A,1
106.56,33.38,0,B,1
106.32,33.54,0,A,1
106.32,33.54,0,A,2
106.32,33.54,0,A,1
106.32,33.54,20,A,1
106.32,33.54,50,A,3
106.32,33.54,0,A,3
106.32,33.54,0,A,1
106.32,33.54,0,A,2
106.32,33.54,0,A,3
106.32,33.54,0,A,2
106.32,33.54,20,A,3
106.32,33.54,20,A,3
109.41,32.19,0,A,1
109.41,32.19,0,A,1
109.41,32.19,40,A,2
109.41,32.19,0,A,1
109.41,32.19,0,A,2
109.41,32.19,50,A,1
109.41,32.19,50,A,2
109.41,32.19,0,A,1
109.41,32.19,0,A,2
109.41,32.19,0,A,1
109.41,32.19,0,A,2
109.41,32.19,0,A,2
109.41,32.19,0,A,1
109.41,32.19,0,A,2
109.41,32.19,0,A,2
109.41,32.19,0,A,2
109.41,32.19,0,A,1
109.41,32.19,0,A,1
109.41,32.19,0,A,2
107.01,35.18,0,A,1
107.01,35.18,0,A,2
107.01,35.18,0,B,1
107.01,35.18,10,A,2
106.5,34.54,0,A,1
106.5,34.54,0,A,2
106.5,34.54,0,A,1
106.5,34.54,0,B,2
106.5,34.54,0,A,1
106.5,34.54,0,A,2
106.5,34.54,0,A,1
106.5,34.54,0,A,2
106.5,34.54,0,A,1
106.5,34.54,0,A,2
106.5,34.54,0,A,1
106.5,34.54,0,B,2
106.5,34.54,0,A,2
106.5,34.54,0,B,1
106.5,34.54,0,A,1
106.5,34.54,0,A,2
94.52,39.31,0,A,1
94.52,39.31,0,A,2
94.52,39.31,0,A,1
94.52,39.31,0,A,2
94.52,39.31,0,A,1
94.52,39.31,0,A,2
94.52,39.31,0,A,2
94.52,39.31,0,A,2
94.52,39.31,0,A,2
94.52,39.31,0,B,1
94.52,39.31,0,C,1
94.52,39.31,0,A,2
94.52,39.31,0,C,1
94.52,39.31,0,A,1
94.52,39.31,0,A,1
94.52,39.31,0,A,1
94.52,39.31,0,A,2
97.02,41.48,0,A,1
97.02,41.48,0,A,2
97.02,41.48,0,B,1
97.02,41.48,0,A,1
97.02,41.48,0,A,2
97.02,41.48,0,C,1
97.02,41.48,0,B,2
97.02,41.48,90,A,1
97.02,41.48,90,A,2
98.29,39.46,0,A,1
98.29,39.46,0,B,2
98.29,39.46,0,C,1
98.29,39.46,0,A,1
98.29,39.46,0,B,2
103.57,36.21,100,B,1
103.57,36.21,100,B,1
103.57,36.21,100,B,2
103.57,36.21,100,B,1
103.57,36.21,100,B,2
103.57,36.21,100,A,1
103.57,36.21,100,A,1
103.57,36.21,100,A,1
103.57,36.21,100,A,2
103.57,36.21,100,A,1
103.57,36.21,100,B,2
103.57,36.21,100,B,2
104.09,35.52,0,A,1
104.09,35.52,50,A,2
104.09,35.52,0,B,2
104.09,35.52,0,A,1
104.09,35.52,0,A,2
104.09,35.52,0,B,1
104.09,35.52,0,C,1
104.09,35.52,0,B,2
102.3,34.35,0,A,1
102.3,34.35,0,B,1
102.3,34.35,0,B,2
102.3,34.35,0,A,1
102.3,34.35,0,A,2
102.3,34.35,0,A,1
102.3,34.35,0,A,2
102.3,34.35,0,A,1
102.3,34.35,0,B,2
102.3,34.35,0,C,1
102.3,34.35,0,C,2
102.3,34.35,0,C,1
102.3,34.35,0,A,1
102.3,34.35,0,A,1
102.54,35,0,A,1
102.54,35,0,Ｂ,2
102.54,35,0,C,2
105.36,33.2,80,B,1
105.36,33.2,0,A,1
105.36,33.2,0,B,1
105.36,33.2,0,B,1
105.36,33.2,80,B,1
105.36,33.2,0,B,1
105.36,33.2,0,B,1
105.36,33.2,0,B,2
105.36,33.2,10,B,1
105.36,33.2,0,B,2
105.36,33.2,0,B,1
105.36,33.2,0,B,2
105.36,33.2,0,B,1
105.36,33.2,50,B,1
105.36,33.2,70,B,1
105.36,33.2,0,B,1
105.36,33.2,0,B,1
105.36,33.2,10,B,1
105.36,33.2,80,B,1
105.36,33.2,0,B,1
105.36,33.2,0,B,1
105.36,33.2,0,B,1
105.36,33.2,0,B,1
105.36,33.2,80,B,1
105.36,33.2,0,B,2
105.36,33.2,50,B,1
105.36,33.2,0,A,1
105.36,33.2,0,B,2
105.36,33.2,0,A,1
105.36,33.2,0,A,1
105.36,33.2,0,B,1
105.36,33.2,0,A,1
105.36,33.2,50,B,2
105.36,33.2,0,B,1
103.11,36.59,0,B,1
103.11,36.59,0,A,1
103.11,36.59,0,Ａ,2
103.11,36.59,0,B,1
103.11,36.59,0,A,2
102.54,37.28,0,B,1
102.54,37.28,0,B,2
102.54,37.28,0,B,1
102.54,37.28,0,A,2
102.54,37.28,0,C,1
102.54,37.28,0,B,1
102.54,37.28,0,A,2
102.54,37.28,0,B,2
103.52,35.22,0,A,2
103.52,35.22,0,B,1
103.52,35.22,0,A,2
103.52,35.22,0,A,1
103.52,35.22,0,A,1
103.52,35.22,0,A,2
103.52,35.22,0,A,2
103.52,35.22,0,C,1
103.52,35.22,0,C,1
103.52,35.22,0,B,1
103.52,35.22,0,C,1
103.52,35.22,0,C,2
103.52,35.22,0,C,1
103.52,35.22,0,C,2
104.01,34.26,0,A,1
104.01,34.26,20,A,2
103.05,38.38,0,B,1
103.05,38.38,0,A,1
103.05,38.38,0,Ａ,2
103.05,38.38,0,B,2
103.05,38.38,0,B,1
103.05,38.38,0,A,2
103.05,38.38,0,B,1
103.05,38.38,0,A,2
103.05,38.38,0,A,2
103.05,38.38,0,A,1
103.05,38.38,0,Ａ,1
103.05,38.38,0,A,1
103.05,38.38,0,B,1
103.05,38.38,0,B,2
103.05,38.38,0,B,2
103.05,38.38,0,B,2
103.05,38.38,50,A,2
103.05,38.38,0,A,2
103.05,38.38,0,B,1
106.09,34.45,0,B,1
106.09,34.45,0,A,2
106.09,34.45,0,B,1
106.09,34.45,0,B,1
106.09,34.45,0,B,2
106.09,34.45,0,B,1
106.09,34.45,0,A,2
106.09,34.45,0,B,1
106.09,34.45,0,B,1
106.09,34.45,0,B,2
106.09,34.45,0,B,1
106.09,34.45,0,B,2
106.09,34.45,0,C,1
106.09,34.45,0,B,2
106.09,34.45,0,B,1
106.09,34.45,0,B,2
106.09,34.45,0,C,2
106.09,34.45,0,A,2
106.09,34.45,0,B,1
106.09,34.45,0,B,2
106.4,35.33,0,B,1
106.4,35.33,27,A,2
106.4,35.33,0,B,1
106.4,35.33,80,B,1
106.4,35.33,0,A,1
106.4,35.33,50,B,2
106.4,35.33,0,A,1
106.4,35.33,0,C,2
106.4,35.33,0,B,1
106.4,35.33,0,A,2
106.4,35.33,0,A,1
106.4,35.33,0,A,2
106.4,35.33,0,A,2
106.4,35.33,0,A,1
106.4,35.33,0,A,2
106.4,35.33,80,A,2
106.4,35.33,0,B,2
106.4,35.33,0,B,1
106.4,35.33,0,A,2
106.4,35.33,0,B,1
94.4,41.32,0,A,2
94.4,41.32,0,A,1
94.4,41.32,0,A,2
94.4,41.32,0,A,2
94.4,41.32,0,C,1
108.24,35.29,0,A,1
108.24,35.29,60,A,1
108.24,35.29,0,B,2
108.24,35.29,0,A,1
108.24,35.29,0,B,2
108.24,35.29,0,A,1
108.24,35.29,0,A,2
108.24,35.29,60,A,1
108.24,35.29,60,A,2
108.24,35.29,0,A,2
108.24,35.29,0,A,2
108.24,35.29,0,A,1
108.24,35.29,0,A,2
108.24,35.29,0,C,1
108.24,35.29,0,A,1
108.24,35.29,0,A,1
108.24,35.29,0,A,1
108.24,35.29,0,A,2
108.24,35.29,0,B,2
108.24,35.29,0,A,2
100.29,36.35,0,A,1
100.29,36.35,0,A,1
100.29,36.35,0,A,2
100.29,36.35,0,A,2
100.29,36.35,0,A,1
100.29,36.35,0,A,2
100.29,36.35,0,A,1
101.58,38.14,0,B,1
101.58,38.14,0,A,2
101.58,38.14,100,A,1
101.58,38.14,0,A,1
101.58,38.14,0,A,2
101.58,38.14,5,A,2
101.58,38.14,0,A,2
101.58,38.14,80,A,1
101.58,38.14,80,A,2
101.58,38.14,0,A,2
101.58,38.14,0,A,2
101.58,38.14,0,A,1
105.11,37.32,0,B,1
105.11,37.32,0,A,2
105.11,37.32,0,B,1
105.11,37.32,0,B,2
105.11,37.32,0,A,1
105.11,37.32,0,A,2
105.11,37.32,0,B,1
105.11,37.32,0,B,1
105.11,37.32,0,A,2
105.11,37.32,0,A,2
105.11,37.32,0,A,2
106.22,38.5,0,B,1
106.22,38.5,0,A,2
106.22,38.5,0,B,2
106.22,38.5,0,A,1
106.22,38.5,0,A,2
106.22,38.5,0,A,2
106.22,38.5,0,A,1
106.22,38.5,0,B,2
106.22,38.5,0,A,1
106.22,38.5,0,A,1
106.22,38.5,0,A,2
106.22,38.5,0,C,1
106.22,38.5,0,C,2
106.22,38.5,0,A,1
106.22,38.5,0,A,1
106.22,38.5,0,A,1
106.22,38.5,0,A,2
106.22,38.5,0,A,2
106.22,38.5,9,A,1
106.22,38.5,0,A,1
106.22,38.5,0,A,2
106.22,38.5,0,A,2
106.12,35.4,100,A,1
106.12,35.4,100,A,2
106.12,35.4,0,A,1
106.12,35.4,0,A,2
106.12,35.4,0,A,1
106.12,35.4,0,A,2
106.12,35.4,0,A,2
106.12,35.4,0,C,1
106.12,35.4,0,A,1
106.12,35.4,0,B,2
106.12,35.4,0,A,1
106.12,35.4,0,A,2
106.12,35.4,0,A,1
106.12,35.4,0,A,1
106.12,35.4,0,A,2
106.12,35.4,0,A,2
106.12,35.4,0,A,1
106.12,35.4,0,A,1
106.12,35.4,0,A,2
106.12,35.4,0,A,1
106.12,35.4,0,C,2
87.55,44.1,0,A,2
87.55,44.1,0,A,1
87.55,44.1,0,A,2
87.55,44.1,0,A,1
87.55,44.1,5,A,2
87.55,44.1,0,A,1
87.55,44.1,0,B,1
87.55,44.1,15,A,2
87.55,44.1,0,A,1
87.55,44.1,0,A,1
87.55,44.1,0,A,1
87.55,44.1,0,A,2
87.55,44.1,0,A,1
87.55,44.1,0,A,2
87.55,44.1,0,A,1
87.55,44.1,0,A,2
87.55,44.1,0,A,1
87.55,44.1,0,C,2
87.55,44.1,5,A,2
87.55,44.1,0,A,2
87.55,44.1,0,B,1
87.55,44.1,0,B,2
86.34,42.05,0,A,1
86.34,42.05,0,A,2
86.34,42.05,0,A,1
86.34,42.05,5,A,2
86.34,42.05,10,A,1
86.34,42.05,0,A,1
86.34,42.05,0,A,2
86.34,42.05,0,A,1
86.34,42.05,5,B,2
86.34,42.05,40,A,1
86.34,42.05,0,A,2
86.34,42.05,10,A,2
86.34,42.05,10,A,2
86.34,42.05,40,A,2
86.34,42.05,0,A,1
88.13,42.14,0,A,2
84.09,43.02,70,A,1
84.09,43.02,70,A,2
84.09,43.02,0,B,1
84.09,43.02,0,A,2
84.09,43.02,0,B,1
84.09,43.02,0,B,2
84.09,43.02,80,B,1
84.09,43.02,80,A,2
84.09,43.02,0,B,1
84.09,43.02,0,B,2
84.09,43.02,0,B,1
84.09,43.02,0,B,2
